704 112 0 7.746398158 3.630193334 1.765418134
704.3 269.9 0 7.11 2.67 2.10312
704.3 253.7 0 7.860586144 3.675965912 1.806466312
704.5 263.2 0 7.441896862 3.508133126 1.655956326
704.5 209.8 0 7.327708876 3.462360548 1.614908148
704.6 257.4 0 7.97477413 3.72173849 1.84751449
704.9 244 0 9.01 4.45 1.2192
705 126 0 7.97477413 3.72173849 1.84751449
705 118 0 9.078591328 4.164206744 2.244313544
705.3 267 0 14.9 2.45 1.63068
705.6 192 0 7.936711468 3.706480964 1.833831764
705.6 155.7 0 10.2 4.61 2.37744
705.7 182.6 0 6.71 1.03 1.96596
705.8 235.7 0 9.154716652 4.194721796 2.271678996
705.9 240.2 0 8.088962116 3.767511068 1.888562668
705.9 198.9 0 9.192779314 4.209979322 2.285361722
706 109 0 7.099332904 3.370815392 1.532811792
706.2 189.2 0 7.061270242 3.355557866 1.519129066
706.4 273.3 0 5.66 2.27 1.95072
706.4 250.7 0 8.850215356 4.072661588 2.162217188
706.8 210.3 0 10.63916047 4.78976531 2.80530531
706.9 227.1 0 7.25 4.34 2.31648
707 159.2 0 12.8 6.43 2.78892
707 144 0 10.22 3.61 2.24028
707.1 264.4 0 12.7 2.13 1.41732
707.2 246.5 0 10.38 5.98 1.85928
707.6 191.2 0 8.431526074 3.904828802 2.011707202
707.7 223 0 8.48 4.34 2.11836
707.8 170.3 0 10.02 3.11 1.85928
707.9 286.4 0 6.17 2.53 2.63652
708 133 0 13.55 4.71 2.1336
708 101 0 8.3 3.59 2.69748
708.2 269.6 0 10.1 2.27 1.69164
708.2 203.5 0 8.317338088 3.859056224 1.970659024
708.3 187 0 8.088962116 3.767511068 1.888562668
708.7 191.2 0 7.02320758 3.34030034 1.50544634
708.7 187 0 4.8 1.61 1.38684
709 163.7 0 12.35 4.38 2.48412
709 120 0 9.55 4.93 2.07264
709 107 0 10.59 8.56 2.5908
709.1 296.8 0 7.53 3.67 1.53924
709.1 290 0 6.45 2.94 1.41732
709.3 259.9 0 8.317338088 3.859056224 1.970659024
709.5 261.6 0 7.099332904 3.370815392 1.532811792
709.6 247.2 0 8.393463412 3.889571276 1.998024476
709.6 231.4 0 9.8 3.93 2.39268
709.7 176.9 0 7.17 2.27 1.64592
710 135 0 10.19 5.32 2.46888
710 125 0 11.45 3.72 2.7432
710 110 0 6.947082256 3.309785288 1.478080888
710.3 293 0 6.66 2.79 2.02692
710.5 235 0 10.27 3.7 1.72212
711 128 0 13.35 5.78 3.2004
711 100 0 9.3 3.86 1.61544
711.2 277.3 0 10.36 2.9 2.69748
711.2 267 0 13.9 2.09 2.42316
711.2 190.8 0 8.850215356 4.072661588 2.162217188
711.4 227.1 0 8.34 3.86 2.37744
711.7 244.1 0 7.289646214 3.447103022 1.601225422
711.8 281.8 0 6.14 2.17 0.88392
711.8 210.8 0 8.507651398 3.935343854 2.039072654
712 300 0 6.09 2.97 2.04216
712 142 0 8.48 4.48 2.8194
712 126 0 9.07 4.81 1.85928
712.1 249.2 0 6.947082256 3.309785288 1.478080888
712.6 175.3 0 8.73 4.34 1.95072
712.9 280.3 0 4.62 1.27 1.24968
713 130 0 9.26 2.4 2.31648
713 128 0 5.99 2.98 2.48412
713.3 153.3 0 7.8 2.75 2.56032
713.4 241.7 0 8.127024778 3.782768594 1.902245394
713.4 219.1 0 3.56 2.67 1.18872
713.4 184 0 9.17 2.13 1.905
713.6 289.2 0 5.76 2.34 2.24028
713.7 185.2 0 11.66 5.25 2.57556
714 188.5 0 6.23 3.06 0.96012
714.2 217.5 0 8.92634068 4.10317664 2.18958264
714.2 180.5 0 9.57 2.68 1.6002
714.3 201.9 0 8.54571406 3.95060138 2.05275538
714.8 235.8 0 8.431526074 3.904828802 2.011707202
715 161.2 0 9.77 4.57 1.72212
715 140 0 10 5.1 2.77368
715 103 0 6.14 2.21 1.85928
715.3 288.4 0 6.54 1.9 1.38684
715.5 249.7 0 7.137395566 3.386072918 1.546494518
715.6 157.1 0 8.82 2.57 2.25552
715.9 254.3 0 8.050899454 3.752253542 1.874879942
715.9 207.7 0 9.040528666 4.148949218 2.230630818
715.9 169.8 0 7.66 2.33 2.08788
716 245.7 0 7.251583552 3.431845496 1.587542696
716.2 190 0 12.62 6.11 2.16408
716.6 230.1 0 8.850215356 4.072661588 2.162217188
716.9 275 0 3.65 0 1.0668
716.9 254 0 7.061270242 3.355557866 1.519129066
717 216.2 0 8.73602737 4.02688901 2.12116901
717 140 0 10.26 4.28 2.86512
717.4 293.1 0 6.62 3.12 1.73736
717.7 210.8 0 7.97477413 3.72173849 1.84751449
717.8 187.6 0 6.9 4 1.72212
717.8 176 0 4.21 1.19 2.0574
717.9 253.7 0 9.17 4.04 1.53924
718 129 0 9.02 5.01 2.84988
718 102 0 8.47 3.46 2.62128
718.1 180.2 0 7.66 2.82 1.6002
718.1 175.8 0 9.39 4.29 2.49936
718.2 293 0 8.54 3.77 2.71272
718.3 227.8 0 7.4038342 3.4928756 1.6422736
718.4 300 0 7.97 3.37 2.45364
718.7 260.7 0 8.3 2.59 2.11836
718.9 238.9 0 7.02320758 3.34030034 1.50544634
719 124 0 11.8 5.15 2.71272
719.1 286.3 0 6.07 1.74 2.2098
719.1 245.9 0 7.365771538 3.477618074 1.628590874
719.1 220.2 0 9.345029962 4.271009426 2.340092626
719.5 150 0 18.5 8.5 2.25552
719.6 200.1 0 8.850215356 4.072661588 2.162217188
719.9 189.7 0 6.74 2.25 1.8288
720 127 0 3.28 2.15 1.49352
720 127 0 8.19 3.72 3.59664
720.1 207.4 0 7.97477413 3.72173849 1.84751449
720.4 300 0 5.69 2.92 2.22504
720.5 181.4 0 9.43 2.04 2.40792
720.8 253.5 0 10.51 3.75 2.16408
721 218.8 0 9.68759392 4.40832716 2.46323716
721 146 0 8.27 2.52 2.49936
721 131 0 9.49 3.14 2.16408
721 107 0 9.421155286 4.301524478 2.367458078
721.1 264.4 0 9.55 3.17 2.27076
721.2 161.9 0 10.44 6.39 2.01168
721.4 233.1 0 8.35540075 3.87431375 1.98434175
721.5 215.5 0 7.746398158 3.630193334 1.765418134
721.6 190.9 0 10.98 6.26 2.4384
721.6 161.5 0 7.9 4.06 0.6858
721.7 188.7 0 7.11 2.01 1.40208
722 245.2 0 8.697964708 4.011631484 2.107486284
722 204.1 0 9.81 6.09 1.26492
722.4 236.6 0 7.556084848 3.553905704 1.697004504
722.5 200 0 8.77 4.09 1.6002
722.6 296.3 0 6.25 2.97 1.76784
722.9 206.3 0 8.96 3.4 1.93548
723.2 212.1 0 7.02320758 3.34030034 1.50544634
724 126 0 12.15 5.91 2.24028
724.7 184.8 0 7.96 3.4 1.93548
725 295.6 0 5.69101441 2.80628693 1.02655093
725 279.2 0 5.44 2.39 2.56032
725 264 0 8.86 4 2.84988
725 197.2 0 7.99 5.43 1.3716
725 140 0 8.48 1.63 1.73736
725 129 0 8.62 3.45 2.07264
725 113 0 9.93 4.92 1.9812
725.4 215.9 0 6.794831608 3.248755184 1.423349984
725.5 226.5 0 8.16508744 3.79802612 1.91592812
725.6 151.1 0 10.68 3.69 2.48412
725.9 272.9 0 8.23 2.3 1.93548
725.9 260 0 8 2.41 2.07264
725.9 218.4 0 8.088962116 3.767511068 1.888562668
725.9 187 0 8.54 5.17 1.38684
726 293 0 9.08 2.84 2.27076
726 118 0 9.72 4.88 1.34112
726.1 207.8 0 9.27 5.51 1.56972
726.3 238 0 7.365771538 3.477618074 1.628590874
726.3 205.3 0 7.89 3.2 1.03632
726.5 171 0 11.89 5.8 2.75844
727 148 0 10.18 3.6 2.07264
727.2 299.5 0 5.62 3.49 1.143
727.2 150.5 0 6.66 1.61 1.64592
727.3 286.5 0 8.21 2.59 1.8288
727.3 256.6 0 8.43 3.67 2.45364
727.4 250.3 0 7.57 3.61 1.49352
727.4 200 0 5.39 3.66 1.81356
727.4 178.5 0 8.39 3.99 1.85928
728 116 0 10.03 3.88 1.41732
728 106 0 9.459217948 4.316782004 2.381140804
728.1 166.3 0 12.49 5.15 2.98704
728.3 200 0 9.79 5.27 1.61544
728.6 300 0 5.12007448 2.57742404 0.82131004
728.7 245.4 0 8.12 2.5 2.10312
728.8 227.1 0 8.812152694 4.057404062 2.148534462
728.8 201.6 0 8.4 3.8 1.78308
728.9 230.9 0 8.088962116 3.767511068 1.888562668
729 124 0 10.67 4.55 1.73736
729 101 0 9.69 4.62 3.2004
729.2 194.8 0 9.62 5.07 1.64592
729.2 184.3 0 7.74 3.95 2.04216
729.6 297.6 0 6 2.96 1.56972
729.6 188.3 0 8.77 6.2 1.58496
729.7 300 0 7.63 3.13 2.54508
729.7 288.5 0 5.8 2.32 2.25552
729.7 283.5 0 7.1 2.6 1.4478
729.7 269.8 0 8.35 2.31 1.95072
730 118 0 11.94 3.28 1.85928
730 110 0 9.11665399 4.17946427 2.25799627
730.5 257.9 0 7.87 3.81 1.84404
730.6 177.5 0 8.03 2.38 1.88976
730.7 238.5 0 12.63 3.51 2.45364
731 254.4 0 6.27 3.72 1.76784
731.3 252.9 0 7.32 3.69 1.79832
731.4 154.8 0 3.98 1.03 1.4478
731.6 204.5 0 8.01 4.42 1.41732
731.7 239.3 0 3.35 0.11 0.92964
731.9 214.5 0 7.099332904 3.370815392 1.532811792
732 277.5 0 8.2 2.7 1.53924
732 193.3 0 8.4 6.02 1.92024
732 123 0 9.95 4.21 1.78308
732 107 0 7.632210172 3.584420756 1.724369956
732.6 244.5 0 9.42 3.63 2.27076
732.6 220.9 0 8.888278018 4.087919114 2.175899914
733 214.3 0 7.099332904 3.370815392 1.532811792
733 115 0 7.746398158 3.630193334 1.765418134
733 100 0 7.84 4.98 1.61544
733.2 230 0 8.088962116 3.767511068 1.888562668
733.3 252.2 0 6.96 3.55 1.64592
733.4 256.7 0 9.21 3.95 1.70688
733.5 222.6 0 6.27 2.2 1.18872
733.7 283.5 0 6.85 2.65 2.19456
733.7 202.1 0 7.95 3.54 1.72212
733.8 260.7 0 8.88 2.54 1.50876
733.9 279 0 7.22 3.1 2.46888
733.9 169.2 0 12.23 4.7 1.84404
734 128 0 12.34 4.19 1.9812
734.1 185.7 0 5.88 3.65 1.72212
734.2 208.4 0 8.98 4.95 2.33172
734.5 177.7 0 10.67 3.25 2.54508
734.7 263.9 0 8.58 3.04 2.42316
735 117 0 10.02 4.61 1.6764
735.2 245.6 0 8.98 4.78 2.08788
735.8 217 0 8.393463412 3.889571276 1.998024476
736 294.8 0 6.64 2.5 1.95072
736 105 0 9.002466004 4.133691692 2.216948092
736.6 170.7 0 4.4 0 1.61544
736.7 268.4 0 8.09 2.59 1.34112
736.7 254.2 0 7.81 3.3 1.18872
736.7 157.3 0 2.37 0 0.80772
737 232.5 0 9.72 3 1.11252
737 117 0 6.72 4.98 1.15824
737 108 0 7.78446082 3.64545086 1.77910086
737.1 189.4 0 8.33 4.63 2.17932
737.2 208 0 7.14 3.79 0.9144
737.6 229.5 0 8.87 2.53 1.50876
737.8 157.7 0 4.21 0.64 0.92964
737.9 165.7 0 10.88 3.12 2.11836
738 186 0 7.83 3.31 1.23444
738 139 0 9.55 4.47 2.667
738.1 260.2 0 7.708335496 3.614935808 1.751735408
738.2 272.4 0 5.12 2.88 1.15824
738.2 157 0 10.84 5.66 1.40208
738.3 167.8 0 7.33 4.93 1.46304
738.4 224.9 0 8.92 4.94 2.37744
738.4 156.1 0 5.75 1.24 1.70688
738.5 288.5 0 6.34 3.05 2.22504
738.5 208.5 0 7.66 3.9 1.96596
738.5 194.1 0 11.49 5.85 2.30124
738.6 265.4 0 7.670272834 3.599678282 1.738052682
738.6 234.2 0 7.92 2.8 2.14884
738.7 292.3 0 5.56 2.76 1.73736
738.7 204.3 0 10.8 5.38 1.28016
738.8 293.2 0 7.71 2.86 2.07264
738.8 175.2 0 7.98 3.31 2.04216
739 134 0 9.15 4.93 1.46304
739.1 291 0 8.61 3.28 1.88976
739.2 242.2 0 5.53 4.27 1.08204
739.2 228.2 0 9.61 4.13 1.46304
739.3 256.8 0 8.85 3.8 2.75844
739.3 182.1 0 7.18 3.43 1.28016
739.6 198.9 0 9.75 3.86 1.81356
739.7 274 0 7.52 2.6 1.905
740 204.3 0 9.88 6.54 2.5908
740 115 0 10.66 2.47 2.65176
740.1 282.9 0 7.78 2.86 2.17932
740.1 244.7 0 7.4038342 3.4928756 1.6422736
740.1 192.4 0 8.98 3.16 2.14884
740.2 225.5 0 10.72 3.85 1.99644
740.2 183.2 0 8.84 3.67 1.99644
740.7 254.4 0 10 2.87 2.04216
740.7 182.7 0 8.23 3.31 1.99644
740.9 271.9 0 7.36 3.03 1.56972
741 130 0 7.75 3.65 2.2098
741 101 0 12.3 5.4 2.78892
741.1 165.6 0 6.25 1.5 1.32588
741.5 290.1 0 7.441896862 3.508133126 1.655956326
741.7 231.5 0 9.6 4.62 1.43256
741.8 165.6 0 7.36 2.26 1.7526
741.9 259.4 0 8.16508744 3.79802612 1.91592812
741.9 206.3 0 8.37 4.07 1.61544
742 265.1 0 8.35540075 3.87431375 1.98434175
742 233.9 0 8.86 4.07 1.4478
742 161.5 0 9.11 3.48 1.41732
742.2 247.9 0 6.909019594 3.294527762 1.464398162
742.4 295.8 0 8.25 2.95 2.11836
742.5 237 0 9.8 3.02 1.87452
742.7 242.8 0 10.2 4.64 1.85928
742.7 226.5 0 10.91 5.58 2.27076
742.8 184.2 0 10.39 3.56 2.65176
742.9 150 0 7.15 1.95 1.85928
743 300 0 7.79 3.3 2.0574
743 227.5 0 6.79 5.1 1.15824
743 144 0 9.92 3.42 1.63068
743 125 0 10.7 5.66 1.6764
743.3 218.2 0 6.794831608 3.248755184 1.423349984
743.4 204 0 6.01 5.01 2.34696
743.6 197.8 0 7.18 3.5 2.10312
743.7 277.8 0 8.03 3.16 2.17932
743.9 267 0 5.767139734 2.836801982 1.053916382
744 139 0 11.31 5.37 2.34696
744.1 244.8 0 7.59414751 3.56916323 1.71068723
744.2 229.7 0 10.01 4.37 2.40792
744.3 242.3 0 9.36 5.08 1.72212
744.5 244.2 0 7.327708876 3.462360548 1.614908148
744.5 191.4 0 6.99 3.43 2.14884
744.7 194.1 0 8.61 4.17 1.23444
744.9 235.8 0 8.38 3.66 1.50876
745 147 0 6.63 1.7 1.70688
745 121 0 11.74 5.33 2.7432
745 115 0 11.75 4.64 3.3528
745.1 300 0 6.67 2.01 1.3716
745.1 208.5 0 8.26 6.23 2.16408
745.2 256.6 0 7.936711468 3.706480964 1.833831764
745.2 156.2 0 11.22 4.66 1.76784
745.3 256.7 0 14.45 3.43 1.23444
745.4 295 0 6.89 2.62 2.46888
745.8 296.1 0 8.25 3.22 1.35636
745.8 272.8 0 8.16508744 3.79802612 1.91592812
746.1 243.1 0 7.632210172 3.584420756 1.724369956
746.6 288.2 0 8.75 3.11 1.2192
746.6 279.8 0 8.56 4.21 1.905
746.6 250 0 6.985144918 3.325042814 1.491763614
747 282.5 0 8.13 2.45 2.19456
747 135 0 9.83 4.51 1.8288
747.1 259.8 0 8.31 2.28 1.96596
747.1 253.9 0 9.27 3.75 1.4478
747.6 231.1 0 8.76 4.81 2.07264
747.6 219.5 0 8.697964708 4.011631484 2.107486284
747.9 237.5 0 8.87 5.02 2.2098
748 214.7 0 7.936711468 3.706480964 1.833831764
748 113 0 9.3 4.9 2.8956
748.3 299.5 0 9.15 3.28 1.63068
750 291.3 0 7.23 2.1 1.79832
750 286.6 0 5.33 2.36 1.43256
750 263.7 0 7.708335496 3.614935808 1.751735408
750 241.5 0 8.088962116 3.767511068 1.888562668
750 223.4 0 9.75 6.56 2.667
750 137 0 8.44 3.58 2.667
750 127 0 9.94 4.05 1.53924
750.1 284.9 0 7.09 3.04 2.08788
750.5 186 0 6.54 3.95 0.96012
750.7 228.6 0 8.55 5.05 2.31648
750.9 214.9 0 8.621839384 3.981116432 2.080120832
751 258.9 0 4.28 3.14 2.286
751 149 0 7.5 2.25 1.2954
751 125 0 8.41 2.24 2.1336
751 121 0 11.01 5.03 2.31648
751.6 174.4 0 9.04 2.31 1.7526
751.7 243 0 8.35540075 3.87431375 1.98434175
751.9 297.8 0 7.365771538 3.477618074 1.628590874
752 136 0 10.36 5.2 2.01168
752 133 0 9.14 4.13 1.76784
752 118 0 9.97 4.74 2.34696
752.1 182.5 0 6.23 2.91 1.40208
752.7 268.6 0 7.175458228 3.401330444 1.560177244
752.7 205.4 0 8.74 5.54 2.54508
752.7 167.1 0 10.58 5.5 2.84988
752.8 271.6 0 6.947082256 3.309785288 1.478080888
753 114 0 8.92634068 4.10317664 2.18958264
753.2 279.3 0 9.3 2.2 2.286
753.2 193.7 0 10.48 3.91 2.63652
753.3 280.8 0 7.29 3.85 1.93548
753.7 239.7 0 7.21352089 3.41658797 1.57385997
754 187.4 0 9.77 4.61 1.76784
754 106 0 6.756768946 3.233497658 1.409667258
754 100 0 5.424575776 2.699484248 0.930771848
754.2 254.4 0 9.23 2.82 1.84404
754.2 245.8 0 8.393463412 3.889571276 1.998024476
754.8 100 0 7.099332904 3.370815392 1.532811792
754.9 239.1 0 7.061270242 3.355557866 1.519129066
754.9 215.5 0 7.137395566 3.386072918 1.546494518
755 236.5 0 7.518022186 3.538648178 1.683321778
755 148 0 5.17 0 1.50876
755 134 0 11.29 4.32 2.16408
755 101 0 6.680643622 3.202982606 1.382301806
755.4 228.5 0 8.050899454 3.752253542 1.874879942
755.4 200.7 0 10.34 3.87 1.92024
755.4 178.2 0 7.69 1.93 2.14884
755.6 184.8 0 10.89 4.62 2.30124
755.9 231.4 0 8.583776722 3.965858906 2.066438106
756 251.4 0 9.07 2.92 2.42316
756 155.6 0 8.71 3.41 1.85928
756 123 0 13.2 4.95 3.38328
756 112 0 7.556084848 3.553905704 1.697004504
756.1 281.6 0 8.58 4.85 1.95072
756.1 221.5 0 8.469588736 3.920086328 2.025389928
756.2 154.3 0 8.04 3.84 1.28016
756.3 161.7 0 11.41 4.93 2.54508
756.5 266 0 8.050899454 3.752253542 1.874879942
756.5 174.6 0 8.36 2.27 2.0574
756.8 261.7 0 8.82 3.2 2.02692
756.9 283.2 0 7.94 5.39 1.79832
757 129 0 6.54 3.07 2.25552
757 117 0 7.59414751 3.56916323 1.71068723
757 110 0 7.02320758 3.34030034 1.50544634
757.2 195.9 0 10.23 3.53 1.49352
757.3 282.8 0 7.44 2.84 1.47828
757.3 225.8 0 7.061270242 3.355557866 1.519129066
757.4 248.2 0 8.44 4.13 1.7526
757.4 198.8 0 8.74 2.89 2.1336
757.7 290.7 0 7.39 4.55 2.17932
757.8 285.8 0 8.09 5.04 1.87452
757.9 256.7 0 4.24 3.13 1.56972
758 190 0 7 3.6 1.95072
758 104 0 7.860586144 3.675965912 1.806466312
758.1 219.3 0 8.431526074 3.904828802 2.011707202
758.5 236.4 0 8.203150102 3.813283646 1.929610846
758.5 176.4 0 8.06 2.68 1.41732
758.6 275.2 0 7.02320758 3.34030034 1.50544634
758.7 264.9 0 8.67 3.04 1.63068
758.7 230.6 0 8.279275426 3.843798698 1.956976298
759 224.7 0 9.22 4.14 2.4384
759 207 0 8.17 4.93 1.79832
759 154.6 0 3.39 1.72 1.20396
759 118 0 7.97477413 3.72173849 1.84751449
759.3 269.5 0 8.46 3.93 2.69748
759.3 233.5 0 8.317338088 3.859056224 1.970659024
759.4 158.1 0 11.3 5.98 1.63068
759.7 259.6 0 4.15 3.39 1.41732
759.9 296.5 0 7.556084848 3.553905704 1.697004504
760 112 0 9.230841976 4.225236848 2.299044448
760 105 0 7.4038342 3.4928756 1.6422736
760.4 254.7 0 5.69 4.2 1.69164
760.6 180.3 0 7.31 3.56 2.14884
760.7 296.7 0 7.479959524 3.523390652 1.669639052
760.7 241.2 0 8.16508744 3.79802612 1.91592812
760.8 251.9 0 5.94 3.3 1.61544
761 143 0 7.79 4.89 1.8288
761 125 0 7.61 3.64 1.15824
761 121 0 9.05 4.19 2.4384
761.2 195 0 9.56 3.55 2.56032
761.2 187.6 0 9.61 2.51 1.84404
761.2 168.5 0 5.8 2.83 1.73736
761.3 281.6 0 9.26 6.25 1.78308
761.4 228 0 6.870956932 3.279270236 1.450715436
761.7 192.5 0 2.06298264 0 0.6858
761.9 270.4 0 6.71 2.12 2.2098
761.9 262.3 0 9.01 4.2 1.79832
761.9 248.4 0 7.91 3.73 1.524
761.9 100 0 5.88132772 2.88257456 1.09496456
762 270.4 0 9.95 4.09 1.73736
762 266.5 0 8.71 3.63 1.79832
762 149 0 11.8 3.81 1.88976
762 131 0 9.53 4.74 1.28016
762.1 232.6 0 11.19 5.13 2.78892
762.1 159.6 0 7.64 2.91 1.92024
762.3 242.6 0 9.51 4.66 1.64592
762.4 239.4 0 10.27 4.95 1.85928
762.4 235.2 0 8.012836792 3.736996016 1.861197216
762.4 195.5 0 9.02 1.97 1.03632
762.7 259.1 0 7.46 3.84 1.56972
763 137 0 10.34 3.53 2.5908
763 132 0 8.05 3.51 2.10312
763 115 0 8.35540075 3.87431375 1.98434175
763.4 247.8 0 9.68 3.93 2.34696
763.5 245.5 0 8.52 3.36 1.38684
763.6 166.8 0 12.73 4.94 2.5908
763.7 269.6 0 7.518022186 3.538648178 1.683321778
764 284.6 0 7.441896862 3.508133126 1.655956326
764 253.5 0 8.57 2.98 1.7526
764 128 0 8.63 6.1 1.53924
764 111 0 8.317338088 3.859056224 1.970659024
764.4 226.4 0 8.774090032 4.042146536 2.134851736
764.5 278.3 0 7.4038342 3.4928756 1.6422736
764.5 187.6 0 2.61 0.73 0.73152
764.9 243.4 0 9.04 3.86 1.49352
764.9 215.3 0 8.983434673 4.126062929 2.210106729
764.9 187.4 0 9.6 4.05 2.667
765 178.9 0 6.96 3.13 2.07264
765 123 0 9.13 5.7 2.1336
765 108 0 8.46 3.93 2.07264
765.4 273.7 0 5.043949156 2.546908988 0.793944588
765.4 153.6 0 8.27 5.9 1.73736
765.6 256.4 0 8.37 3.47 1.96596
765.6 210.6 0 8.469588736 3.920086328 2.025389928
766 104 0 9.64 4.9 2.45364
766.2 272.5 0 5.31038779 2.65371167 0.88972367
766.2 272.4 0 6.756768946 3.233497658 1.409667258
766.4 291.2 0 8.088962116 3.767511068 1.888562668
766.4 163.5 0 9.06 4.47 2.11836
767 264.6 0 8.47 3.83 2.19456
767 119 0 8.92634068 4.10317664 2.18958264
767 107 0 5.91 2.49 1.2954
767.1 270.1 0 7.365771538 3.477618074 1.628590874
767.1 193.2 0 6.88 2.24 1.96596
767.4 279.6 0 9.345029962 4.271009426 2.340092626
767.4 260.2 0 7.98 4.35 2.63652
767.4 184 0 8.7 2.76 1.87452
767.8 288.9 0 7.632210172 3.584420756 1.724369956
768.1 241.6 0 7.95 3.66 2.63652
768.1 234.6 0 8.86 4.16 2.65176
768.2 294.5 0 6.64258096 3.18772508 1.36861908
768.3 265.8 0 6.223891678 3.019892294 1.218109094
768.4 225.6 0 9.47 5.76 2.63652
768.5 215.8 0 13.9125494 6.101912546 3.982019746
768.6 247.4 0 8.52 3.67 2.30124
768.7 256.9 0 6.41 3.79 1.81356
768.8 296.7 0 8.58 1.55 2.52984
769 112 0 9.66 5.62 2.63652
769.2 254.3 0 8.98 3.61 1.66116
769.3 160.5 0 7.34 3.24 2.2098
770 144 0 7.96 5.45 1.49352
770 139 0 9.53 5.5 1.87452
770 121 0 6.414204988 3.096179924 1.286522724
770 110 0 9.07 5.28 2.30124
770 101 0 9.07 3.63 2.56032
770.1 230.1 0 7.78446082 3.64545086 1.77910086
770.1 218.9 0 9.85 5.5 2.02692
770.1 204.2 0 6.414204988 3.096179924 1.286522724
770.5 169.7 0 7.8 3.03 1.93548
770.6 172.7 0 11.16 2.27 2.16408
770.7 209.6 0 8.127024778 3.782768594 1.902245394
770.9 256.7 0 6.33 4.28 1.03632
771 279.7 0 6.947082256 3.309785288 1.478080888
771 267.4 0 7.898648806 3.691223438 1.820149038
771 148 0 5.07 1.78 1.34112
771 115 0 9.83 5.67 2.25552
771 107 0 12.31 4.86 2.69748
771.2 271.2 0 7.479959524 3.523390652 1.669639052
771.2 242.1 0 9.34 3.08 1.78308
771.2 204.1 0 7.289646214 3.447103022 1.601225422
771.4 286.3 0 6.83289427 3.26401271 1.43703271
771.4 277.6 0 6.870956932 3.279270236 1.450715436
771.5 294.6 0 5.88 2.54 1.905
771.6 204.7 0 5.805202396 2.852059508 1.067599108
771.8 238 0 8.55 3.41 1.84404
771.8 199.4 0 9.51 4.87 2.9718
772 134 0 9.01 4.54 1.2954
772 119 0 7.936711468 3.706480964 1.833831764
772.2 251.6 0 8.54 3.39 1.79832
772.3 199 0 8.33 4.11 1.69164
772.7 197.2 0 2.4161036 0 0.96012
772.8 162.2 0 11.81 5.46 2.57556
772.9 291.3 0 7.42 2.61 1.72212
772.9 248.6 0 8.33 4.06 1.69164
773 148 0 10.91 3.96 1.64592
773 129 0 9.94 3.86 2.10312
773.1 292.7 0 6.95 2.68 1.2954
773.1 190.3 0 7.3 4.08 1.8288
773.2 266.2 0 7.936711468 3.706480964 1.833831764
773.2 172 0 7.26 3.84 2.08788
773.3 252.7 0 9.27 3.13 1.46304
773.4 250.2 0 8.93 3.79 1.4478
773.5 276.4 0 6.223891678 3.019892294 1.218109094
773.5 266.7 0 8.469588736 3.920086328 2.025389928
774 205.4 0 5.843265058 2.867317034 1.081281834
774 132 0 6.34 2.77 1.47828
774 116 0 11.18 5.56 1.35636
774 107 0 9.98 4.63 2.68224
774.1 152.7 0 8.69 2.71 2.98704
774.4 275 0 6.604518298 3.172467554 1.354936354
774.5 197.6 0 9.72 4.71 2.34696
774.6 278.6 0 6.64258096 3.18772508 1.36861908
774.6 259.6 0 7.32 3.2 2.42316
775 291.9 0 9.1 3.51 2.88036
775 221.9 0 7.137395566 3.386072918 1.546494518
775 213.5 0 10.1 5.23 2.07264
